JUNO Address	JUNO GLTO Amount	OSMO Address	OSMO GLTO Amount	GLTO Total Amount
juno1djvufz6kscckt22fs7lles573cruwxw23e59as	10,947.00			10,947.00
juno1dstdefj4ed7n7gdp5v24hffnff2pkhwrtzgpkj	10,947.00			10,947.00
juno1du280fa60dx39ew7fkj9y6np72h64p6fawlhcd	10,947.00			10,947.00
juno1du2t6ap5nzdktz449znrn9pfry54yax4xm5x26	10,947.00			10,947.00
juno1dxuwwkl4uzky6x87djdnlncfzvqk45hzqz89ac	10,947.00			10,947.00
juno1edlp9fg37t2kn89eqd3rkaqs30pwxsp4j064p5	10,947.00			10,947.00
juno1ee632n68zpwfhdjfct5sfy5y8kr79lfdksfrqa	10,947.00			10,947.00
juno1elneyfk0k46g3zt26gxmakk003zd7vltn5qma7	10,947.00			10,947.00
juno1eqr3a2ea2e0327eqj03haczvw07szhzvd95mnw	10,947.00			10,947.00
juno1ew28gktmkkakvfxjypk6kyzwxpknwtx4vkn5wh	10,947.00			10,947.00
juno1ewqfyq3fdazv03ru2z7lpdha7emlrd484ug6h0	10,947.00			10,947.00
juno1f2gyuaun4zwrfyc4grjh2f2p5fhs5nvclzqrfa	10,947.00			10,947.00
juno1frxlscufsgl2czd24y5653daphezwxtp6rt2r6	10,947.00			10,947.00
juno1fyd2s724dqn0yk9amejkqqyd542f4zfdljugsk	10,947.00			10,947.00
juno1gkg9x0ddkdjnuja9s2v3sjm0crpewxzpene0er	10,947.00			10,947.00
juno1gpxaj0xjurmundj85lyz5nq6e0x82mq2n4ggdz	10,947.00			10,947.00
juno1gtgu5cxc6smvn4cuas9nlvvmzmqa6st360pn6q	10,947.00			10,947.00
juno1gv9jyg7jqrapjx874yxzz45c4m9cemrcqgxhe0	10,947.00			10,947.00
juno1gx7qnq99fpy7gate66crad3m4wac9ydwwe3r3l	10,947.00			10,947.00
juno1h4vzc0wd99rt3cepfmuy9mdskmk8cvfgqr3myu	10,947.00			10,947.00
juno1hd4zuf7rpsdr45nv0dd2tasv74qtpc3lmj296h	10,947.00			10,947.00
juno1hsku307txk5jncwqanwlza206j7g3rjler8h0l	10,947.00			10,947.00
juno1htun0sn7guus6c5yfp4fcaefv83v6jjne0tr2f	10,947.00			10,947.00
juno1j3e63aeqetwtgpwtcxej2mte495pvk3evh4p3r	10,947.00			10,947.00
juno1j3ukz6x0lx7hscp95uutshepveuxrcc205skzu	10,947.00			10,947.00
juno1k6sl0lp4tm2rz77dg9kqw865pjczp2pq956ega	10,947.00			10,947.00
juno1k798jk5lqfkqdkkesjj9pzm9e2rnaw3yg2nhvg	10,947.00			10,947.00
juno1kxen27v9t0c4rf7z0ethh8ee0fkn62d7e4m8jq	10,947.00			10,947.00
juno1kzl36z2407nvsg80fczk2accuemjevlaasasv5	10,947.00			10,947.00
juno1l542xzykcsa6fzkvwdjcvcg83yzgctr69q0mqx	10,947.00			10,947.00
juno1lenxrthdy96jjdtty075awtf4hjsjqcj6dzyxt	10,947.00			10,947.00
juno1n308nt2w7gfycwhanxt9k3yk4kwxg9xswx5deh	10,947.00			10,947.00
juno1n45tvlznal0dv5jn77dzvkavwrss2ymuarr2yt	10,947.00			10,947.00
juno1n95uaylffpg6pr4zzfsw7rgr80gsemxp2xvs3k	10,947.00			10,947.00
juno1ny3v2x7umdqhnl9hg8ut4y3gzzd9w3ypg6yc55	10,947.00			10,947.00
juno1p2n0d9npwn3lvrhnnar8ljlrmp4maqf29x7e28	10,947.00			10,947.00
juno1pfcdxdnarn3slug5nyjdkqgjky84m0knvfvu70	10,947.00			10,947.00
juno1pmyalvkpq2c7f42nu3pxfzp4jr2rskyms70wxd	10,947.00			10,947.00
juno1psxc2ep0tqq3fy2pjk3rsgfrclzhad2tlv6yjg	10,947.00			10,947.00
juno1q86973k9dt66l090yg2vw24ajj98pry5g2qtyl	10,947.00			10,947.00
juno1qd5cvs4tel4a5zzgq2qgsmvyfzp7ytpxuqzq2r	10,947.00			10,947.00
juno1queau9x2nn988psgam3gq8kz6evf8rh94yl80f	10,947.00			10,947.00
juno1qumxrj0fxrf4fpp9pjnfskstv0aej0ta4hnk3h	10,947.00			10,947.00
juno1qz5hvdmn7ery6up73gq964jc52qamq9efkjaeu	10,947.00			10,947.00
juno1r0may6qgplvvwzwu3agmggsfcc4ca32ml7fxl3	10,947.00			10,947.00
juno1r479qfuv26wm7nc6xsqlwpegc55z9x3ldkumpg	10,947.00			10,947.00
juno1ralrj7yz8q38rd733r0h5tfva7nc6f6a49l2rr	10,947.00			10,947.00
juno1rmj5s2an3px7dudjvt974xmcn4csla3anf4mdv	10,947.00			10,947.00
juno1s6mtdj2qzks3yu07vmeegdwta8nh77uqlp9gc2	10,947.00			10,947.00
juno1segl09e87e50383093v5vhhrcndaz2rj6uklw2	10,947.00			10,947.00
juno1sk99rduq8c4e8vxqxs0kjnsad5c4nsr58ultgw	10,947.00			10,947.00
juno1stqrlv3krhv3zjs5g635u0ml5jg4pefs34rqeh	10,947.00			10,947.00
juno1tk4e0cz9n4cuwvnvu0u8rcg7xv3dsun9rq4xw6	10,947.00			10,947.00
juno1tw5s9shprmaqzkkjp0v6ku8dk6af9r086daahw	10,947.00			10,947.00
juno1u3sp049zukn2hl5343yu70t2jraghekx0n6fv7	10,947.00			10,947.00
juno1uk5pwsn0azdk2gcfkcecdnppzv0rd0ne5esyfs	10,947.00			10,947.00
juno1ulnl3wjn0x5aa3cn2kyrqpd9x0qu26w8pn5g24	10,947.00			10,947.00
juno1uu9t3x0x38j6v69ctym5wthvk2z48mxfgaugtd	10,947.00			10,947.00
juno1v77gh6mf00g4802s0t203njuflnvakccedvwat	10,947.00			10,947.00
juno1w6mhnr6d30e0tr9uqrkktamz77e38385g64nqt	10,947.00			10,947.00
juno1wtczfjsw2mfdpejzcz7cvn8f4vm5rvr8vwlh46	10,947.00			10,947.00
juno1wverg07nuzv7x9j65ns5uctatyr6kvuj3qmy4h	10,947.00			10,947.00
juno1wxw5h8uew8qq74jlyhch7r48xapxnaendpyl9x	10,947.00			10,947.00
juno1x33zsly8sxr4dcf3qp34r9ej3m2frcf6u5m7wn	10,947.00			10,947.00
juno1x6lgdhjvsfwn4z95842enhzndf60mwagz9nw9f	10,947.00			10,947.00
juno1x7pf6ga8ehf7eqhxu5malvr0e9uqnnrsyntafe	10,947.00			10,947.00
juno1xjuz9vdsr8wzth5gx4gelyfpcj44clguuwshuv	10,947.00			10,947.00
juno1xxjlu23hzv2uzrueuxyul9zmqupen9jkvt6cc2	10,947.00			10,947.00
juno1xxuk7adet4n6vac3f2d8uuph3yza9w7qw0szwn	10,947.00			10,947.00
juno1y4ckrgta34m0ypd7h5ygxucr80pdl220lrwgjk	10,947.00			10,947.00
juno1ya6twrlh4ydq8djsx49plp94h0qzqq49xa7whn	10,947.00			10,947.00
juno1ylps02jq05jwl9ly2rkanh49723qqdm0nn2gj8	10,947.00			10,947.00
juno1yxv7cgn5wlh63jzrrqeg8cxw39qjl8qqsfqdnk	10,947.00			10,947.00
juno1zqc6e7ltcg9gnx4cacqxn3x4e20awls7cj9h6w	10,947.00			10,947.00
juno1zv7e9rerz9yzswjlq0gle0tnvy9cm5etg30jzv	10,947.00			10,947.00
juno1zydt2lhtht2hce6fpafq0e7rnxjf7dpkkts8e8	10,947.00			10,947.00
juno1zyx6cvxc2hgfs4tdpsmr4ex2r2yf6pr4d4ufvs	10,947.00			10,947.00
juno1zzpypenme3n4wjx8k8hdh75fl3ey8vudexw88g	10,947.00			10,947.00
juno1ra095drdtrs0vhd26rvfrx7md30ky78yl6m2gf	10,944.00			10,944.00
juno1rl5wj8ldwn2n95ancxkhhqfsmmtw8ew3z8s7w9	10,023.20	osmo1rl5wj8ldwn2n95ancxkhhqfsmmtw8ew3uwq4lt	920.00	10,943.20
juno1q0k3zstemzx0k5x7v7jz8zwcu7qqyzysasltdg	10,820.51	osmo1q0k3zstemzx0k5x7v7jz8zwcu7qqyzysre0qux	113.00	10,933.51
juno1cdujgx8hceseukzcdjcp7tjcpr8594lr02ua5v	10,331.00	osmo1cdujgx8hceseukzcdjcp7tjcpr8594lr3rvk9z	596.00	10,927.00
juno1fprwljg0qkgrxgkcudf4g75t7pm05s5kle68cm	10,293.74	osmo1fprwljg0qkgrxgkcudf4g75t7pm05s5kps2vf4	633.00	10,926.74
juno1a5xvyl2p549qdfn83mftp72wnmjqv8jufwa30r	10,910.70			10,910.70
juno1chywz2q3e6mqfkw7p96utnmzl55xxnlx57lvmu	10,908.62			10,908.62
juno195k393ez550cg7q2p68dee6xv8kqmsz4fzlzne	10,908.00			10,908.00
juno1gqn56ztqjjff5v4h4335n7djnd7knqvpaey7f2	0.00	osmo1gqn56ztqjjff5v4h4335n7djnd7knqvprs54cy	10,906.00	10,906.00
juno1mgyq86x0z37qxh3m7yg476u5gryuqpj2lwyuuj	10,902.00			10,902.00
juno132pa2qn0e4cs4h7wrq268pg9rjks8q26lu97ez	10,900.65			10,900.65
juno1zvnk3f4cpua0efm2remjvt43w7le6q97n4p2zz	10,896.87			10,896.87
juno15urx52hrhx58ega7asfh58k5mwte6qmqkkk0wt	0.00	osmo15urx52hrhx58ega7asfh58k5mwte6qmqglxyl9	10,892.00	10,892.00
juno1j9tsduatqra037xjyy2t6c96xxksax8ef9pkcm	10,469.76	osmo1j9tsduatqra037xjyy2t6c96xxksax8ehv3af4	420.00	10,889.76
juno13xl7vfyn0mwrwg27mvcta0cqy7dg3qyyaawepp	10,882.35			10,882.35
juno1kyts4v5d4p6jl5h5lu6dj4n6prdk3ye8c77n56	10,878.00			10,878.00
juno1k3zhx2vn7s24wnf2456frnc7wcrjnw7w4zd34p	10,871.81			10,871.81
juno136v3826ka5np85kxus2dxtezj42a7tg6qhzmvh	10,689.37	osmo136v3826ka5np85kxus2dxtezj42a7tg677jsae	179.00	10,868.37
juno1pkm998xw4vtluu0k4agya7e6zf4rwxsl9lavuw	10,855.00			10,855.00
juno1ze9z5pekhw5e3tyjtnugg8a0crqmt404tjgq5z	10,854.00			10,854.00
juno1uakx3mrg2fn0nhh7z3aqlf8lx4lcm2n56uvxt4	10,844.33			10,844.33
juno1dfkchvpqkqtrdpl7mjlu89qkedgv2zuwwxqm50	0.00	osmo1dfkchvpqkqtrdpl7mjlu89qkedgv2zuws0ss9p	10,842.00	10,842.00
juno1g3dhll22talg0dekvyduangkpgrceqe0fl0m2c	10,841.07			10,841.07
juno1dy69x4ls39u5kmmu7tcjye9jnrmh6g6mtnnlp6	10,837.00			10,837.00
juno1zlhuqut46kth646ndxsw8nefet5ynpjdh9etfm	10,380.30	osmo1zlhuqut46kth646ndxsw8nefet5ynpjdfvfqc4	455.00	10,835.30
juno1cnch842gndmzw25yduvxjk540mnfraskm5n47s	6,782.35	osmo1cnch842gndmzw25yduvxjk540mnfrask9ar707	4,051.00	10,833.35
juno1y67nmrx5ykeuasp3kupvaa59nu2p65zfp6x6nv	10,829.59			10,829.59
juno1qkptgpxqfr23hu9ccxpdnurdulwhsgnw0qq35s	0.00	osmo1qkptgpxqfr23hu9ccxpdnurdulwhsgnw3fs697	10,827.00	10,827.00
juno1qu7hlk44y4jkm6407kt3q5ns9uewtksj9q6tg2	30.00	osmo1qu7hlk44y4jkm6407kt3q5ns9uewtksjmf2qey	10,794.00	10,824.00
juno16d3jat46jwh8tntctswjslanlwksy2ndf5frau	10,001.00	osmo16d3jat46jwh8tntctswjslanlwksy2ndhaegvj	821.00	10,822.00
juno1qn0d8m5s8k5e6ym5lu05g7xaj2zf8y57y7rlf3	10,816.50			10,816.50
juno1pp6lwvukkjsw3a9awen34k7uy7rt879hm95auh	10,080.33	osmo1pp6lwvukkjsw3a9awen34k7uy7rt879h9vykde	731.00	10,811.33
juno1gp9tkw4dmagns45l6qqz4rxfkpj7uanpu76w2x	10,805.30			10,805.30
juno1wm4ee9zajnsuxapzrr5htc30sufuqse0eew9uj	10,804.23			10,804.23
juno1fcwuuev5nnu3jeckykjnn6tp0vre3uu7w8xyhh	10,326.91	osmo1fcwuuev5nnu3jeckykjnn6tp0vre3uu7swk0xe	477.00	10,803.91
juno1gzy0f2ggfjk6mrlv96nlur6awqdm2hd5fsuzn4	10,740.36	osmo1gzy0f2ggfjk6mrlv96nlur6awqdm2hd5hevfzm	62.00	10,802.36
juno1y0xw2wh78syt7rzr9lfx2dnnd5ya79tt6ctllx	0.00	osmo1y0xw2wh78syt7rzr9lfx2dnnd5ya79tty3m5wg	10,797.00	10,797.00
juno10m4he0exsjjaaju7s7sm5w8ekuj3anr59dcvwt	10,793.60			10,793.60
juno1p7999p2c3yd5f9h8wn4dd408sf9a6yp4g840ta	0.00	osmo1p7999p2c3yd5f9h8wn4dd408sf9a6yp4kw9y6n	10,793.00	10,793.00
juno1l5rdtqpe7ej0cn9s0s8e6sdh7nzdaxdcz5w48k	10,529.65	osmo1l5rdtqpe7ej0cn9s0s8e6sdh7nzdaxdcua77kc	261.00	10,790.65
juno1t7g39k46vtlwtjr8uw2r9tsjdhqksw2ezmdm5u	10,002.90	osmo1t7g39k46vtlwtjr8uw2r9tsjdhqksw2eujas9j	779.00	10,781.90
juno1we32che8sqcq2v7h3yvg27f8vguzr2hxlgvqe5	10,780.56			10,780.56
juno14jxz7vdsx4r4zgc7jc23lfvna6y9rmezf9q6v9	10,771.62			10,771.62
juno1fxkqq9ca2wwyyggcmnvwh9vnfhex7kwgreptsd	0.00	osmo1fxkqq9ca2wwyyggcmnvwh9vnfhex7kwgas3qpr	10,762.00	10,762.00
juno1mtgku0rkw7stdc5tz7kv4kmhp3ycne6zr2m7sm	10,125.90	osmo1mtgku0rkw7stdc5tz7kv4kmhp3ycne6zart4p4	632.00	10,757.90
juno1k8adnt04lc0hlpfyn82efew457kve77ymxylax	10,747.00	osmo1k8adnt04lc0hlpfyn82efew457kve77y9055vg	10.00	10,757.00
juno1zskq7uc72mazdxe6tdnm4ezzj46t35srgjlgrz	0.00	osmo1zskq7uc72mazdxe6tdnm4ezzj46t35srkm0rjv	10,756.00	10,756.00
juno1hdzmpx2znmjfwgyjgcyfdnu9gk0zqa9zk7trnn	10,754.46			10,754.46
juno1zf7wp53204ehgn47hplyfk65lhqdqzj0uh7vtv	10,753.55			10,753.55
juno1lx7a8w8h29a7zus05x20z6gw5tcyppy5k7r9pn	10,751.64			10,751.64
juno10eyjjhk6zthwdguz2gjrxvprfxpnfupkams9ve	10,750.33			10,750.33
juno15g426q76zphudqfa3lncfpmgzw3fdcq7skxa8y	10,750.33			10,750.33
juno15j36pvd6m8vm6la232ypnnq7uz2d5dqkallcdx	10,750.33			10,750.33
juno16n3dm25kucwyzk77f7htnwut8evlgnv8csuvvk	10,750.33			10,750.33
juno17l7ka2nesxecrmtmql9tcjevlfunvv66puxf3u	10,750.33			10,750.33
juno1f8w9duslevxu5qgnldpcy6nv6ke8suq27ep4y9	10,750.33			10,750.33
juno1qpp5t6hm49mpzx39vqg2lfaja7xld4l3yvr7js	10,750.33			10,750.33
juno1retz0scvhmpar90jaewg5ln0pxemqtjnurr92x	10,750.33			10,750.33
juno1sqehacd9xe4372ur4agwupnfs63mwdp258p5hs	10,750.33			10,750.33
juno1xdavvafqz4pppx7netwts0m2dl4phpv5gn69jw	10,750.33			10,750.33
juno1vggdgjjfzk74u597raqedhel0k8t6clgjxu7aa	10,745.46			10,745.46
juno1a0twvtftd26lt2ffyuxjak9e6q3wh8w9dseze2	10,745.01			10,745.01
juno1t0qd7ngz4gdwa7thqk42yy30ld7c9v5dmhvfy7	10,744.00			10,744.00
juno1krv9mfpdy8l7k33ec0qwjuwf7a35g52aqt7gg3	10,376.34	osmo1krv9mfpdy8l7k33ec0qwjuwf7a35g52a7zwrel	364.00	10,740.34
juno1wrue4fxfq6f2ffatq5r59faunkfqedkscp5pwe	10,328.81	osmo1wrue4fxfq6f2ffatq5r59faunkfqedksxgy2lh	408.00	10,736.81
juno1pne2ccrqeh36ap3yfv4j38pk760xxpvz66a4jd	10,735.00			10,735.00
juno1f97cu3fltfu4s2sxaar8lqrstrtywg0an3yzu4	10,732.68			10,732.68
juno1qcrmq8x3q56ap57rz9ettr6td7yuyrh0npxdpa	10,101.00	osmo1qcrmq8x3q56ap57rz9ettr6td7yuyrh0dgkxsn	626.00	10,727.00
juno1gcsfr6ywan84nnsve78nx4ajzjw6qqqlfcr9ra	10,723.67			10,723.67
juno1h8qvfng8cj2ry4tgsse7cyk0zkvmfwr7mdyz99	10,721.00			10,721.00
juno10pm3hue30uq6gd7zz7wnhck73gzn20r75ukk6x	10,715.60			10,715.60
juno1umrj4kaksvjdptsj0pwngngdnwh62pgd556vr9	10,709.81			10,709.81
juno1467crryxceqy25un36uf6025v244kk7jgdpxmp	10,701.89			10,701.89
juno1xjvhpmflhue38mc8j75gqj2h0fds9gux7srvnu	10,696.34			10,696.34
juno1zsq8w5fwsn0l5azk6xaglxsphfrpayjtzgtdcx	10,691.00			10,691.00
juno1d6t95t5pdxyya6wqwej4c26kc5u79xyq67h8wp	10,690.00			10,690.00
juno1zwh5zglhw50qe87ww5g36kxzpzsxwpymp2xple	10,686.64			10,686.64
juno1hqhqn4q058fndsw7nnd4kll08uex08lrkgj2z2	56.05	osmo1hqhqn4q058fndsw7nnd4kll08uex08lrgpzpny	10,627.00	10,683.05
juno13pdne9fzh39wtpkazg2qnf3weql43nlzukc6m9	0.00	osmo13pdne9fzh39wtpkazg2qnf3weql43nlzzlg32t	10,682.00	10,682.00
juno1ypsvuflcpdqr2msfqu3u77pqqspgl2htngezd5	10,050.69	osmo1ypsvuflcpdqr2msfqu3u77pqqspgl2htdpffu6	627.00	10,677.69
juno1083phchf8v8kg336nc3hax9nufzy5g6ac05knf	10,674.91			10,674.91
juno1fqc2xv645j9xldgnfnhtzcslrw5vm784z9xhvd	1.00	osmo1fqc2xv645j9xldgnfnhtzcslrw5vm784uvkuar	10,672.00	10,673.00
juno1hey6zup6z04ewsf4apws7fzg7p3309jpxuzx0z	10,670.92			10,670.92
juno168xmhhyha6hc8s66ylzfzpdwca4kr8sk3drt95	10,669.97			10,669.97
juno1m6537kkc35xvkvez5yn8kwjsdj0uv6r43htj7f	10,288.49	osmo1m6537kkc35xvkvez5yn8kwjsdj0uv6r407me08	379.00	10,667.49
juno1dyqjnvw060xfyut4jv7yg25vzu5mwkfs2dss9w	10,667.29			10,667.29
juno1gk6h6lswwqer8ulfgfvy64nj0p42xd9dt06q37	10,662.00			10,662.00
juno1xc8nvj9wrkrvcye0kku48tv4tzl0nx4qrgqhl7	10,660.00			10,660.00
juno1htr84ep3rr7vwkaldqqv7jvpgnd6kekemkj2j9	10,654.69			10,654.69
juno1uncg5c7cyjead5lwdgg3acw3vu42ycsunlyjf4	10,653.47			10,653.47
juno16tq0vcl5t9gep0sak7evex32xdqheaxk5rdul8	10,650.98	osmo16tq0vcl5t9gep0sak7evex32xdqheaxk22ahwf	0.00	10,650.98
juno1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzzgfr03	0.00	osmo1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzupeg7l	10,647.00	10,647.00
juno1hc6kkysu2kwx3ls0nhw29sw69wc9qx89lllxge	10,639.29			10,639.29
juno12qt2tm4eh50yfnq2qlkpgzj2zassldkgy4jt9p	10,637.93			10,637.93
juno1hhe9hql6alr99sqn5lftz9muv9yjuxnnvaaggl	10,635.00			10,635.00
juno15pmclsa8r9ry0c3lqmmzj9vvsww4hfvkf93jlu	10,001.00	osmo15pmclsa8r9ry0c3lqmmzj9vvsww4hfvkhvpewj	630.00	10,631.00
juno1jxemh2fvaty2r8zgkjds5uc2m3cqmvksqjkc7k	10,627.58			10,627.58
juno1c7drqej0y3svf3xvpu4s0vl0ft0207nqc83ax3	10,626.07			10,626.07
juno17rm285fzx9q5dza06ewgd9mwq9pxknj29vrvec	10,386.79	osmo17rm285fzx9q5dza06ewgd9mwq9pxknj2m9n8gk	235.00	10,621.79
juno1fm60sc0xd64rsq8l89pf6hvtwwuywhy0chfuev	10,002.00	osmo1fm60sc0xd64rsq8l89pf6hvtwwuywhy0x7ehgz	618.00	10,620.00
juno1jlfh2fsl28mccmyfgvcm9ntpr3xwnhtr0vc4qx	10,618.71			10,618.71
juno1an7untm0j46parl25rymd3pewmqpycvk5er7kc	0.00	osmo1an7untm0j46parl25rymd3pewmqpycvk2sn48k	10,611.00	10,611.00
juno1kqh8fjrpj2cqmunfx7fmz0rxfyx06l3f3cl9mg	10,604.74			10,604.74
juno15pwhx47eem2z8xxys8h8wmf78nkltrz65fs8u7	10,601.64			10,601.64
juno1wjm5tj8zmfye0rv6saw4s3ssymwkjjmcv6pyhn	0.00	osmo1wjm5tj8zmfye0rv6saw4s3ssymwkjjmcjn30xa	10,599.00	10,599.00
juno14u4567ehl4a2hu4qq6ygewqrf3rqelu4x9c3t0	10,000.23	osmo14u4567ehl4a2hu4qq6ygewqrf3rqelu4cvg66p	586.00	10,586.23
juno17nun6cg7a5xtu9fz2p8scxr7u9jmrf5v6xq9ss	16.61	osmo17nun6cg7a5xtu9fz2p8scxr7u9jmrf5vy0swp7	10,569.00	10,585.61
juno18n0j6vw9gp3r40wrewk48mwyrrm4tjl3pf4e93	0.00	osmo18n0j6vw9gp3r40wrewk48mwyrrm4tjl3lq9j5l	10,584.00	10,584.00
juno1xk20vf57wp5zmcatjqnvpmu8d3r96cefl9ng84	10,580.76			10,580.76
juno150j9auccvjdsquttx0qhawvux2m67fcxc8xvre	10,574.65			10,574.65
juno14a449gj5xs2sw7r2huz6wegzalffh8v9tqnrhq	10,573.58			10,573.58
juno17mrgrpdyt2e5a35zr3ej0474s2j8824cw57qps	10,570.00			10,570.00
juno1xgu6ep87shux0yjlmxaznduh6j2p9f92g6jqnv	10,570.00			10,570.00
juno1kwjax7any3jn5m05ny3wkru5n0ym20y0jykxj0	1,185.57	osmo1kwjax7any3jn5m05ny3wkru5n0ym20y0vdxdrp	9,384.00	10,569.57
juno1fqt79f5enr27wtlrzfr0ksn852qa25950uvna8	10,563.03			10,563.03
juno1k278k46nsvnc9ahx0n94qwt9qul7vea6sp2axx	10,012.32	osmo1k278k46nsvnc9ahx0n94qwt9qul7vea6wg6khg	550.00	10,562.32
juno1t4fp7etc8hdsqscrp8v6xf38z3a37k5frhnyjd	10,562.00			10,562.00
juno1sf3e59ykmwlhmy8q2hgadequ4uynzqc4326rug	10,560.00			10,560.00
juno1sf7yjzzk50lhpe80qqs844ysu84vcndywx08ud	10,560.00			10,560.00
juno1lpx47r86whk292scd5dtmvyevqdq37ukaydazz	10,557.82			10,557.82
juno15j46nt4mfsl3m0dugf8e5zxvjp8hgla4936aws	10,450.22	osmo15j46nt4mfsl3m0dugf8e5zxvjp8hgla4mc2kl7	97.00	10,547.22
juno1z788nmsmq0mmsn29jzycc5l7eu9uy7jn06dk7g	10,540.73			10,540.73
juno1awa6hj2m4rf5dsp46xy4nldze8l2kl7gr6tv82	10,539.72			10,539.72
juno1qkzqdx4l2r6gf0nmw3n0jmv2dust2kc4a6hc6y	10,000.95	osmo1qkzqdx4l2r6gf0nmw3n0jmv2dust2kc4rn8nt2	535.00	10,535.95
juno1k5yq0a30l0nrllz77m5prv8k6g3wjvgrrfccdp	10,533.66			10,533.66
juno1tyj3ls8w296a2pjn3ysyrjf9v0q0gfjyq364uc	10,018.00	osmo1tyj3ls8w296a2pjn3ysyrjf9v0q0gfjy7c27dk	514.00	10,532.00
juno1t3myppltl0jznzttf00lva982t8vl7ehyuhaf0	10,001.02	osmo1t3myppltl0jznzttf00lva982t8vl7eh648kcp	529.00	10,530.02
juno1c95984pds84l09d9z6v8g77l96hslr0fmx9p0w	10,529.99			10,529.99
juno1tt66mk4e767wqwzafwslu4tm76em0e6eekfxec	10,525.22			10,525.22
juno10e42fc8a3zkelp6pf22kc0x94rukx5c5jtq3yd	10,168.08	osmo10e42fc8a3zkelp6pf22kc0x94rukx5c5vzs64r	357.00	10,525.08
juno1q0tfewa60enuu8utyjs9w7um58njhd7fruc9gd	10,426.67	osmo1q0tfewa60enuu8utyjs9w7um58njhd7fa4gwer	98.00	10,524.67
juno1984ucd9z0k0920qzfznqaaktt4rajhx6mh8k9c	10,524.67			10,524.67
juno1etjt4a5l75vy8jd7tgw0s0d6q53u4s3ev0nlxr	10,521.22			10,521.22
juno12fl64v27w9z03fmzu9agvnvr5rxgyenfwqd86l	10,149.25	osmo12fl64v27w9z03fmzu9agvnvr5rxgyenfsfavt3	369.00	10,518.25
juno1maycl9pr2l9zjnqz0w7qdf6qk4ddmag53de3su	10,516.00			10,516.00
juno1g8m7uusm3tdw4t59w72r7a4v3lt6zsy60mkp2z	0.00	osmo1g8m7uusm3tdw4t59w72r7a4v3lt6zsy63jx2mv	10,512.00	10,512.00
juno1ztd2g5ckqglzhrl3tf72yj43zjgs46yu59as9y	0.00	osmo1ztd2g5ckqglzhrl3tf72yj43zjgs46yu2vdm52	10,512.00	10,512.00
juno18ymvc62csr5qkmht6s5uy20xd604h266hca8k3	10,509.35			10,509.35
juno1py9s288dpjmp4r9p735k6ean3qv7tk58t5mam7	10,500.33			10,500.33
juno1066wqen74xlk5nam67aq6zlplewlhdrr723hhy	10,500.00			10,500.00
juno17cvrcwz2x4hqlfcyvkfn6ke3y4wwsf99whwut0	10,500.00			10,500.00
juno1ckku86xatnkkq86h3akr37nc8qt5tte7nac0vx	10,500.00			10,500.00
juno1jxm7zdswrtlvmsyl7373xqwrmzxhndv9aqqcqx	10,500.00			10,500.00
juno1kmvz98lj9yaxpmmshwjl0h5z7fp7k9e4mqlw7p	10,500.00			10,500.00
juno1ycg4cfld9namd99dkxy783uzvvmxnjtejwqvtv	10,500.00			10,500.00
juno1vp934uw50u8erdf5c65v3unacecg9rcdrrnemd	0.00	osmo1vp934uw50u8erdf5c65v3unacecg9rcda2rj2r	10,499.00	10,499.00
juno1pv03yz7y7atd72xtzzpyfqy8w3eu5rwv2mya8n	10,202.41	osmo1pv03yz7y7atd72xtzzpyfqy8w3eu5rwv5j5kka	290.00	10,492.41
juno1gaqgs8d823ls6dqsy9g3am6cvhhr8clhy5utdz	10,483.26			10,483.26
juno1ps06kj3fsmc9ul2t99pfg98r5tu4j39qla4tlf	10,000.00	osmo1ps06kj3fsmc9ul2t99pfg98r5tu4j39qp59qw8	481.00	10,481.00
juno19war6xwju3t55ucsu7z6lhqz2j2fn5wa3u8f85	10,480.22			10,480.22
juno19qpsv4lugqa3hlxd2e66zz6f60nu4t5hu04yrk	10,000.00	osmo19qpsv4lugqa3hlxd2e66zz6f60nu4t5hzx90jc	480.00	10,480.00
juno1zmcghpyk3p3cm34w9l6deja4a7x6eyem3cx0sy	10,085.58	osmo1zmcghpyk3p3cm34w9l6deja4a7x6eyem03kyp2	392.00	10,477.58
juno1fusr3vdmhn5fr23l3kka7dc88wdc4rnh4sqmtt	10,477.00			10,477.00
juno19rsj0scvc0jt3le0ha2k29pgc7228jl5jcdgvv	10,374.53	osmo19rsj0scvc0jt3le0ha2k29pgc7228jl5v3araz	101.00	10,475.53
juno1s3x0q84xc2pvadwpxksdtcft3y3ae5zt5fuptp	10,094.70	osmo1s3x0q84xc2pvadwpxksdtcft3y3ae5zt2qv260	380.00	10,474.70
juno1hd59wrvtwz3cc5fk5k5quaezvxvuuxxmfccea5	10,267.11	osmo1hd59wrvtwz3cc5fk5k5quaezvxvuuxxmh3gjv6	202.00	10,469.11
juno1t9d6hckvr2q2eghzhtgkyvef8yz8mn8p9t3nr8	10,469.00			10,469.00
juno1ys9ml0ke0r9d5e0t9nsneltx0fy25xqsasfnzk	10,466.74			10,466.74
juno1vmx85r4h6s6x33wa53kyusracrq6r3nursjk20	10,003.78	osmo1vmx85r4h6s6x33wa53kyusracrq6r3nuaezamp	458.00	10,461.78
