JUNO Address	JUNO GLTO Amount	OSMO Address	OSMO GLTO Amount	GLTO Total Amount
juno1tht0mf64wy6lq5axggh6j73uzga4mw5dhw2w8t	17,331.00			17,331.00
juno1tl2p5pz70zjp4s60gr5he0cljwjezpmke2963m	17,331.00			17,331.00
juno1tuzdqwynm2xtpm2jjpr80cjrf46hcp2n8sltxz	17,331.00			17,331.00
juno1twvgsd4p5l8s4er0uvnduwkn43yxm7n9p5dtsr	17,331.00			17,331.00
juno1ty5r4p80cna0hvfml8xfx6sudew3w6z72zesjs	17,331.00			17,331.00
juno1u5ezv0vxptcs4fcmknvtaz39d4xakqy2sl34gv	17,331.00			17,331.00
juno1u7pk5wgt9cpan8ke6neq026fd6c927rumjlv5w	17,331.00			17,331.00
juno1uc98ev2ya9p34ajpn72723k72f9n2p574xgz89	17,331.00			17,331.00
juno1ucenxdt57afl4t8w6m7n0jj07n92c9j3yyvjhp	17,331.00			17,331.00
juno1udz95dyzm9crjsyrm6ezm3gca44l8wk3rndnz3	17,331.00			17,331.00
juno1ugs6t3rsj9rq6c7clqwraunrur7nvqn3hajcsw	17,331.00			17,331.00
juno1urcej60stz7ml4wvtvva9zcf2t9j63lqnd0vc7	17,331.00			17,331.00
juno1uwu97fck9sajv3wlnu5ae9qw6ppland0plecun	17,331.00			17,331.00
juno1v05aas8hndgs8r86ekj6hwfz6xesxeumasqlgk	17,331.00			17,331.00
juno1v0eev2tdm9whgv63asukjr0u5fntxxj5v8uz0w	17,331.00			17,331.00
juno1v4mqelmmdqhmje8jmyldsezz46fklyv5vpksp0	17,331.00			17,331.00
juno1v4qncpuy34kzd4tvvk5vy37m3vmn20fcvhrhw3	17,331.00			17,331.00
juno1v60nl7wzelzush0c0vqata60pjffc0rx0v9dww	17,331.00			17,331.00
juno1v8a5tfp7mhpqz2ysa7fl6gaw6dp00akt6rhzgw	17,331.00			17,331.00
juno1v8y4dg4csdc49dg836e2fupxwlnx5gdn9490zz	17,331.00			17,331.00
juno1v99k54h2g3v00j7j52efuz3pgpex7v6ez4eq8u	17,331.00			17,331.00
juno1vaxze779tvr3wppe5pdg288rc373afnx6njyru	17,331.00			17,331.00
juno1vepptjfksqhsa0hl7x086slzjuzdv78vrtkqt6	17,331.00			17,331.00
juno1vfh72k8p556hq9vhv7am6luxuj0mqscmw33cnx	17,331.00			17,331.00
juno1vgfpvxyzm0q05xj2e2z9zt3dlqpvc0m04p6yl9	17,331.00			17,331.00
juno1vjmhted85xtne54y26wcnfnzj9cnvm6l3lyakl	17,331.00			17,331.00
juno1vm7zakramzn96h6zrtr3z7cuhus5e0lj0rpjk7	17,331.00			17,331.00
juno1vqlj2l6r5qc7a2zt2dmsl3wwfuu85ergumzetu	17,331.00			17,331.00
juno1vunhupqyv25z4av8ndyhnqeakgwggpkcd8ct4t	17,331.00			17,331.00
juno1vvye9uaufwfzk8gkcwd45xqe0ey4puvz6xwept	17,331.00			17,331.00
juno1w0lvn68yw5mu06kez0u0z2zv7p3mr4gfh82yzt	17,331.00			17,331.00
juno1w4nsxsu54d0fdc5zkqkj0sj9v095fqjkajt2fz	17,331.00			17,331.00
juno1w8j5t8y9knta3utlq4mq82udj8v8rkwvgvj96j	17,331.00			17,331.00
juno1w8t7r2y48mmsdzd08ad5cc06x4lkcqy972as09	17,331.00			17,331.00
juno1wcay5mjcpawfz4amg8pjlfpet3h2lc53jq02me	17,331.00			17,331.00
juno1wjcdyfyzvcs4r9zjg2l8t5zzf46ukudt9r6rel	17,331.00			17,331.00
juno1wjmzzjg2g7vv3s8q9gehwmgzrm7680uxzcfhp5	17,331.00			17,331.00
juno1wl2465a8pzanl5xp2nqq2uklynjnj0476syl39	17,331.00			17,331.00
juno1wm8cj9mtzernlazyyh32spdjs2jla5l2gxn08y	17,331.00			17,331.00
juno1wsgte9eamcchp9p77w7ryzyxys7aswv2l29ryn	17,331.00			17,331.00
juno1wu47atmyzlun52vs2c6w8sgn34a85kxzf6qch2	17,331.00			17,331.00
juno1wvc7fnzflwq5gssprhdnvam69vhv2uuyz67jhh	17,331.00			17,331.00
juno1wwqk76vlc2lnwxvt3uzk33ls5ymae6p5ddtxqf	17,331.00			17,331.00
juno1wz69rcq9qdnksdryma0caxsktt272hlgk2uz5l	17,331.00			17,331.00
juno1wza5cgx5zahphu3gfd2rqpglhqfdjhj6a9cdw7	17,331.00			17,331.00
juno1x0mfl7wfyt9r8jangtkxvdeyqrphjymf772yy8	17,331.00			17,331.00
juno1x4ve4u2n6079k0rjvdc2dd57g5dlykj25f9vsu	17,331.00			17,331.00
juno1x7v8k46aqq2u53azhv3cnvtller6ljrjyr2zke	17,331.00			17,331.00
juno1x8rwal4g26mv3pkfs3fwcrvypfpmcvujxax7v2	17,331.00			17,331.00
juno1xa0m3zzvtvfjyc2we8q2fjyl4rmssc44hnzhcc	17,331.00			17,331.00
juno1xa5cv3h8ez3u0lxt40qy5rs6cxmc2yfptr0z75	17,331.00			17,331.00
juno1xjfgaw24t5yl094l72r9wdz03tzhpdajsk9rce	17,331.00			17,331.00
juno1xjye8au8x7kj8yas6xu6erxcr7v3ghzrlcuaq7	17,331.00			17,331.00
juno1xm7lau0vas7elyxuyx9e6q4pg0uh3fwyd4qygm	17,331.00			17,331.00
juno1xn4xamrvs77nk5kk3ffg0ejp85ze4kg0szgw5u	17,331.00			17,331.00
juno1xnzglsz56xfxfusy0knuzznjc34jr7d0ma2kfm	17,331.00			17,331.00
juno1xt05smu3wv35n4qydt5xrdwcqnucqvlwds88q0	17,331.00			17,331.00
juno1xt77j9lkg63zxr4wk70paaf3gghwsu4r74qtdr	17,331.00			17,331.00
juno1xtf5dvpwaaruugv57vajwchc7q25ptrh7pncm7	17,331.00			17,331.00
juno1xug46uep68c3g6nx5dt8m3jvxvfdenrkqq3th2	17,331.00			17,331.00
juno1xw79afn6ue65qa0f592snhu0usweugyxqd5wan	17,331.00			17,331.00
juno1xx335567pmatl7a2xm3g02xsj0fmxl2dvwumwv	17,331.00			17,331.00
juno1xz436dmuxuzpdt4a08s0a7z4tmc7806cztr2s6	17,331.00			17,331.00
juno1y0ayc7p0fvsyymxnlyfhm44m95fvthmwwv5mk2	17,331.00			17,331.00
juno1y2s3hwg5vgwek5jeqj3f5ks0yshxhr30vg0844	17,331.00			17,331.00
juno1y3280l0gekp5yy62t7djns5d0lk3nvs2u4ml3j	17,331.00			17,331.00
juno1y4nvllu3sucusqepys6elsl63xkhsw4lxksluq	17,331.00			17,331.00
juno1y523x4zpsftxlhwwd2gxkh00yxrvm0e2x66fh8	17,331.00			17,331.00
juno1y53t6lr5a33g4ku3x6apksqw45k8w6h3vanjaw	17,331.00			17,331.00
juno1y5q2nvxkgjkgc3ud3hsmrsmuvqqs8hlaf3jklc	17,331.00			17,331.00
juno1y5svvk5x8efjgh26cns6u56r7wgfukmr6mnjrm	17,331.00			17,331.00
juno1y8f8dc7vrs4jkw0dqvpa0dgsq02nr6hkz6um3h	17,331.00			17,331.00
juno1y946vr3nxmxp4ueuunt4hazmvf5srdk9vvahx8	17,331.00			17,331.00
juno1y9ls725ta2pzqzdp35n6uf29kxwn65nke6almy	17,331.00			17,331.00
juno1ycxsgh6uyunvftl7dxdpn8ema79vc8vrz5nue9	17,331.00			17,331.00
juno1yeyafzl0nczpdwx2q2wkwkez7za7uwt2l0pmm6	17,331.00			17,331.00
juno1ymlfzvky73d9g64zp236z0nvgmtd033gjpjsuw	17,331.00			17,331.00
juno1ypakuerp2fz5resn74cngarknzlgj87ssrzvj2	17,331.00			17,331.00
juno1yr9jazfqrl6xa22fcht73dgtgc4svz4ch0vlr7	17,331.00			17,331.00
juno1ytagpftcttkjt9y5g0e5e4eln03kjaglvw0ca2	17,331.00			17,331.00
juno1yuza6hmvre5ech7hp36rk0lk4ta47qf3ce5tsx	17,331.00			17,331.00
juno1ywzuhny78uhuqvlc5ffcyycaup95twrlwj3s28	17,331.00			17,331.00
juno1z0ssgfj0khzf8fc6x2j28mysgalug8aekgrg74	17,331.00			17,331.00
juno1z3znw7lall94lym3vazl6xxd36a2wtqgjweq9f	17,331.00			17,331.00
juno1z9zyhgk59af064gaemclnf396gj9uep0fmmz8f	17,331.00			17,331.00
juno1zd9zvyrp3g8y5ufaag5uh8m9hkp4xnyw3d8la9	17,331.00			17,331.00
juno1zgals4zkgun8fd68yhtncl0nxn9x3ss0k0m5mt	17,331.00			17,331.00
juno1zgt5zfhfjxdecdxtnhwyuey8usds8me3wyz5w4	17,331.00			17,331.00
juno1zm85wh2u655053qsg2me23xvue8upesz20cj7q	17,331.00			17,331.00
juno1zp5h2e06t7qgu9lcf2t52m0jrw9klksu07paca	17,331.00			17,331.00
juno1zp5s60cmgfemy0s2kgfgmxkkldcu5x6tmfkuz7	17,331.00			17,331.00
juno1zwkanqgznsge9nrawt5m9wm8w5ngp7322srcx9	17,331.00			17,331.00
juno1zxd53zy2zug02pfkg36yr2jupydr8pv6m5nppt	17,331.00			17,331.00
juno1zxzmm6f3qdf7esgmx7f545gw8k227wanrl94dy	17,331.00			17,331.00
juno129e9nqhpupsl9rxmd9t0ehms363ghyye74prww	8,492.59	osmo129e9nqhpupsl9rxmd9t0ehms363ghyyequ3glq	8,834.00	17,326.59
juno19nz4nhf4ygm5kcj9ctkt6h0yp2a2rgwxpep6h6	11,880.00	osmo19nz4nhf4ygm5kcj9ctkt6h0yp2a2rgwxls33x5	5,395.00	17,275.00
juno1treczrfhsjdvlfvcgldt7d94wj4vhk3r5rhzmz	17,000.00	osmo1treczrfhsjdvlfvcgldt7d94wj4vhk3r228f2v	247.00	17,247.00
juno10a98ngl0c4kpr8nwjyed23krvx2cep72fshmfh	17,231.00			17,231.00
juno1mqypstgwxah7mnw2dqh25g9f3qq55zg92twjr0	14,831.00	osmo1mqypstgwxah7mnw2dqh25g9f3qq55zg95z7ejp	2,327.00	17,158.00
juno1v3truxzuz0j7896tumz77unla4sltqlghnrwc0	17,038.87			17,038.87
juno1h6tf2g84mvxqaale03e560xhwg0zud9kurt6y4	17,023.17			17,023.17
juno1s9hnn9p5ap80x9374mq38rxua7ruxqxtse9m53	10,000.56	osmo1s9hnn9p5ap80x9374mq38rxua7ruxqxtws4s9l	6,916.00	16,916.56
juno1jgfmpq3c9p2gxt02m7cy8tpen820n9c20sm4wr	16,877.23			16,877.23
juno1pu0q2fq6s823u7kt3ljtgs8vt58kkrwgksjk75	16,842.00			16,842.00
juno1vckd82u0vwl5yx74dy6ctjg36unqkdkzsln9vu	16,842.00			16,842.00
juno10ya28yt3n5jd7jlvtvpnv7ehl4my07l488z2l2	16,841.33			16,841.33
juno1m78as2jz6nyz3fgg79gqkhpkwjper2dze568jy	16,841.33			16,841.33
juno1vt37stwlqhxzl8t5qlecu74mrm0ffav2l0jdqa	16,841.33			16,841.33
juno1azeq452qwrxmyk36ayd4hfjjtcndhwvg2drap5	10,236.45	osmo1azeq452qwrxmyk36ayd4hfjjtcndhwvg5ynks6	6,583.00	16,819.45
juno1jsl39dn5swpa6rmx3lfpydyg72dg0dqg503w6g	16,812.06			16,812.06
juno1qa9n2hntgwtgjrnl2tl5cwn6k5t7wuz6kdhu4l	2,703.07	osmo1qa9n2hntgwtgjrnl2tl5cwn6k5t7wuz6gy8hy3	14,088.00	16,791.07
juno13mzcw7ezlgzcgpls7xqxpsg5qqsxvp8jm6alm0	12,419.48	osmo13mzcw7ezlgzcgpls7xqxpsg5qqsxvp8j9nd52p	4,363.00	16,782.48
juno107vcd0zwh2sckwmq9dwzvf4zrvuj7z2539ycen	16,762.00			16,762.00
juno10dt0j5yafzl7fw7lhy7uzulwlfzggtxvy2kzfl	16,762.00			16,762.00
juno10n5ldatqhdvuvstc4dpf6rlap9kcp22k727mqk	16,762.00			16,762.00
juno10nfznxckxnzh6z9f32k4e9fm8h8xtm34zwzlfy	16,762.00			16,762.00
juno1287ngnnrg6wx9evk7wyke5gx9rhvekt6tcq5j9	16,762.00			16,762.00
juno12j7rg02evw2nuzsq2llh8acvnwd3eltkrcurvf	16,762.00			16,762.00
juno12w4qmtpes8d2lfpsyf77yg2lvtryg6nerjjdp6	16,762.00			16,762.00
juno14t8y6agw28wyeflvqdjd3thkazkta6uxytuntv	16,762.00			16,762.00
juno15wudenehqmhkhtjfmzrnp3u4ece3tyr82wvsf0	16,762.00			16,762.00
juno17yeh2r2p3xcga8eg4yktxyzxcwp6ry63m2d9c4	16,762.00			16,762.00
juno18g45wgm2zyws40jd3w5xyzq66v450gt80zf7g4	16,762.00			16,762.00
juno18lau6n0f8jzz6cr9k2mcm4lyylkwwunwkj34g8	16,762.00			16,762.00
juno19jyn93h8f2pafve0wxtpyktpdpjgrxvkzn42tc	16,762.00			16,762.00
juno1a0wawdhpl8zf4cwslmn47xhrtwp2hx9tg26rxx	16,762.00			16,762.00
juno1d3wy4s2n2a50gff8vn6u27su378eh05aaf3r6u	16,762.00			16,762.00
juno1dx6jvcnn54tfknwlkgh4e8ay050anyfavgcwhv	16,762.00			16,762.00
juno1e9xsxlwyc7rqqsmpzs3ykyhcsfazr7m4m0tzr4	16,762.00			16,762.00
juno1een669rjzpclz9xrq7r8rre9gchj3r3d7w0eqp	16,762.00			16,762.00
juno1eku33nrzqll0eedx4ar0gkjzlmukxxzqa3ykpy	16,762.00			16,762.00
juno1elc2atveeh002n36fsxq2a7nayeg36qwql9ngn	16,762.00			16,762.00
juno1em889qakq9lhs8qqcrqyy3p2jhx408zmhuxvvm	16,762.00			16,762.00
juno1fmjs9ryaswty0a0qr5hlzjrhnp0gqeypqdgpjf	16,762.00			16,762.00
juno1gkqx3a8nj8u0my9ts6dgaej9fdfpfj85m7cpav	16,762.00			16,762.00
juno1hdvx0esv3fdjq9whx75q8p0mz4nx0vn8ej2r5n	16,762.00			16,762.00
juno1j6avk44y54znynhgrrt5ytv5r84h892c769877	16,762.00			16,762.00
juno1jqy8p9ze0aps0qsgqe6kjvjaz0ln344stpntz4	16,762.00			16,762.00
juno1ka9ql78m2wyp4wkrm8xrehhvsun06j3whdw4rf	16,762.00			16,762.00
juno1l6rqxuqz2rrapnfkhpurux0xa369f0c094hvh9	16,762.00			16,762.00
juno1m3t3s3hhujutg4wxd7unvjzl0fgzvcfgh0u62m	16,762.00			16,762.00
juno1mfnw0gjt2vel3t0ycrnc24d7hgh2q7kju52qgp	16,762.00			16,762.00
juno1pccn7ea8lvs5uqy7uv4d5s0n2l5chvfqawh6y0	16,762.00			16,762.00
juno1qgaxjh75wsy284747zlqr2kdjqrtmwg6msvdly	16,762.00			16,762.00
juno1qk0rtrnk0xtf2g99u06z09sax28a67n0w2cuhv	16,762.00			16,762.00
juno1s3e9yt09mwwyl8u6zjt54u2u9654m7lsa0pzf8	16,762.00			16,762.00
juno1srdyhmhhlammswt7ywcre7xcwwcxqj69cya5tw	16,762.00			16,762.00
juno1t3r07cp8yqrj69ddcxz0rct94kq56nz93as34d	16,762.00			16,762.00
juno1t5e7cqskl4jz92xusakcdfq9ldt4wmzjdfdhz3	16,762.00			16,762.00
juno1t8c5ghzpuvu328dmq5yteu40tv8a840w2aq8zn	16,762.00			16,762.00
juno1t8c83d9t44t829pzjq9uxc9aq5kzf64xgfzxxz	16,762.00			16,762.00
juno1td4y8k23pqyjn7pyz99fhvyp0ghxdzwf239sp7	16,762.00			16,762.00
juno1uzxtvzcyltxyq5y9f4znzgjyex7ktfud0zpf7j	16,762.00			16,762.00
juno1w3t8qszs68dur29llc59x9mqwrg4adngx4l8hr	16,762.00			16,762.00
juno1ww5s8k6820cft2v75cdptesqz3kc27n3wvtv6n	16,762.00			16,762.00
juno1yaahw59q2kly8znvw4w87gypl4e4j2jh8pa3kp	16,762.00			16,762.00
juno1yey69mwvdw7kugvkkka0hq85vlut3y6uqcf3pl	16,762.00			16,762.00
juno1zd2j8zjnnjk86funkde8gh6szpcrt5h96ngfl9	16,762.00			16,762.00
juno1gu5r9eh6j96xn30hx37z2r5mnf0tj6ady0u5qv	0.00	osmo1gu5r9eh6j96xn30hx37z2r5mnf0tj6ad6xvl3z	16,761.00	16,761.00
juno1cv73z7f9749md2kckw8nh8wr9sajpggfdzmygq	16,757.33			16,757.33
juno19ls43wusv5yufjnmady5etnhr05kjf7t6cf7gk	250.00	osmo19ls43wusv5yufjnmady5etnhr05kjf7ty3e4ec	16,499.00	16,749.00
juno15mt7hk9x5lx3upq6r0uupp9ul8l8z5spc2sy72	16,703.57			16,703.57
juno1f0t2mgx8520dc5xkdcmjygjec0lwfdw5su2jaf	6,384.00	osmo1f0t2mgx8520dc5xkdcmjygjec0lwfdw5w46ev8	10,269.00	16,653.00
juno1rsks3gfv2rcf3atj8gs09yyhrftyn7j5j4vwas	16,648.78			16,648.78
juno1kjr2ahuv0v93rk2v5fu0vqax9k80szmv288z2h	0.00	osmo1kjr2ahuv0v93rk2v5fu0vqax9k80szmv5whfme	16,591.00	16,591.00
juno1uaux0dl3gh40y9czng2eqn2d52uu8afvx3cpsn	16,017.25	osmo1uaux0dl3gh40y9czng2eqn2d52uu8afvccg2pa	549.00	16,566.25
juno15veazlm428h9cu0z8tpnvcegrzfj6dlmrepz36	16,519.43			16,519.43
juno1cr2m7cyeewszeu0mjgtsek0hpd04gzkxersae3	16,331.00			16,331.00
juno1psdhnw746sej28ruup7uyk8ym227zl6e2z9fxj	16,331.00			16,331.00
juno1ggcxyngdy2zk5ef3spxkyk0lavfxx4yhxprfe6	16,295.00			16,295.00
juno1aw9z5ajg32gu4qphkrypcyggcrjy6xdjrc52nl	11,624.92	osmo1aw9z5ajg32gu4qphkrypcyggcrjy6xdja3ypz3	4,670.00	16,294.92
juno1l5x5tzg9v723nurtvkppst9e0q3lmknca5qa3w	16,291.52			16,291.52
juno1rzrpcseyl09c2elkwqypt6egyach3z9zam248t	16,124.57	osmo1rzrpcseyl09c2elkwqypt6egyach3z9zrj67k9	150.00	16,274.57
juno1ed5skh36xhtsa6v998kq6ewcysg3aeundztue4	10,007.07	osmo1ed5skh36xhtsa6v998kq6ewcysg3aeunntmhgm	6,198.00	16,205.07
juno10lsjtrjwyeq29daqczlumr25k7c0zpu5q4cv48	16,010.00			16,010.00
juno14zwaq087uar8ytldp7f9zyugggxumw7m67xxzf	16,010.00			16,010.00
juno1599krj2kyp6a3fwdzhraueku3vrctqypvgejhz	16,010.00			16,010.00
juno16w4umjnrm8924jx33cxl7820dnzdwfhgg2zkvz	16,010.00			16,010.00
juno178uwvwx7ulj2snpd3sneswsd8xu4g3ur0yh437	16,010.00			16,010.00
juno1a4jkhl5f3se7pcfkuvrzslprkz7rmlaqvksps6	16,010.00			16,010.00
juno1auspk5pxrmh94r5uyk2t304nllg5fdsu8xxuk8	16,010.00			16,010.00
juno1c3f5hdcm5amgajse0tw26k9hg6skqu99ygxegc	16,010.00			16,010.00
juno1e25qzu6lc2ypnku6efufg2wjmeeqvehatt78se	16,010.00			16,010.00
juno1fqt0w9u0h0sj7s6vyxakptetsgeqtt4ptuwqye	16,010.00			16,010.00
juno1h0qwpv0l2spu7h988dvh92q0v08gkkwsxsfr4d	16,010.00			16,010.00
juno1hce9n95e33qplgxujezffsv0sauj9x0c6zmq5d	16,010.00			16,010.00
juno1huh3fxh6flakxwqqctthdmpmw90y94dukufn8t	16,010.00			16,010.00
juno1j5dplm2harq2ktu5y7g9uqrje6s2gu384awx02	16,010.00			16,010.00
juno1phxf43m48dsah9eth98jz89s7vvjj2vwn6dzzn	16,010.00			16,010.00
juno1pv7xeq24pxmafxrfd5pn0ehfjczhhtlfq840l7	16,010.00			16,010.00
juno1qk08lq3pjq6ufxezpmn4frvfpkhcj0r5uu33vh	16,010.00			16,010.00
juno1r8vp095r6gzcttmt4xf2fdulpwrgvyzfgg8w4d	16,010.00			16,010.00
juno1r9e6vddj4tewr9vh05ejapscqs24etm7n0hx7x	16,010.00			16,010.00
juno1snhpegtvv7l227zcxmnacl2tpjfly0lj3dpfrx	16,010.00			16,010.00
juno1vgqgdk7lyqz4qzt7lmfmm4eacf44uvt7ajnwfl	16,010.00			16,010.00
juno1wx33kqfj0zs3kpsu90resx5e7zn9v5kh77y9pr	16,010.00			16,010.00
juno1y9p6lyfheq8x48xrx0rcql6plcya5tgvkukfsh	16,010.00			16,010.00
juno1zn34a9xwvnzxua65dlvsryg3tsx98gh6jea79v	16,010.00			16,010.00
juno1znhk9mz6jlrsec7kzvzzaeytq9pa7ekqknfw3z	16,010.00			16,010.00
juno1j2m7fts6ul6gtr8fevfckm9vg7q436mtd8snk4	0.00	osmo1j2m7fts6ul6gtr8fevfckm9vg7q436mtnwqc8m	15,991.00	15,991.00
juno13ul82cuykzfly3fps55cdsu56eejr86n0jeqea	15,902.44	osmo13ul82cuykzfly3fps55cdsu56eejr86n3mftgn	77.00	15,979.44
juno1824gcp3hurzpprmnawk8rv0sr3ex48us8yhavc	2,640.00	osmo1824gcp3hurzpprmnawk8rv0sr3ex48used8kak	13,333.00	15,973.00
juno1hmzk8ngj5zx4gxt80n8z72r50zxvlpk8kpqk6n	15,959.75			15,959.75
juno1gdccpen93a2p0q8hhmnqu3pg3n77e9q07gr7za	15,958.81			15,958.81
juno1ey067622gctexq9gj4fhzjcx6qry0q5l6dky7e	15,913.39			15,913.39
juno1r0kqks5sslg0x9ek5q6y0frwws5ey7uqd8gvsf	15,856.02			15,856.02
juno149mupc44csj4qvcx72ntcy8k0zq9q6nx3dqeye	10,178.72	osmo149mupc44csj4qvcx72ntcy8k0zq9q6nx0ysj4h	5,615.00	15,793.72
juno1xt352n044y3tmxyugun6fv9uahxa23se00dr3q	15,783.13			15,783.13
juno13lmh7zyl4rtvvxyx9tszwfv4efsmfz7aar6e0u	0.00	osmo13lmh7zyl4rtvvxyx9tszwfv4efsmfz7ar22j7j	15,765.00	15,765.00
juno14n8a7dcjmqsf4qfuwas7dzwpg2dvzcw4jt5zfh	0.00	osmo14n8a7dcjmqsf4qfuwas7dzwpg2dvzcw4vzyfce	15,678.00	15,678.00
juno1d6m9523kw0kp5c2auppx37t9vlu8fs8x4zw3jn	2,151.00	osmo1d6m9523kw0kp5c2auppx37t9vlu8fs8xtt76ra	13,513.00	15,664.00
juno1xhttwcewy0fdefgykd3hv49xjyllwu0v04hga3	13,446.93	osmo1xhttwcewy0fdefgykd3hv49xjyllwu0v3u8rvl	2,136.00	15,582.93
juno13gq4t86tzwnmh6y9h5q8z2fxz9v57pqsj6zr9a	15,548.63			15,548.63
juno1a27ydfddyu5f4j0y9jwjp877wmyck8spq7tcxj	15,545.00			15,545.00
juno1f7653xmmtk6c5ph8va37juwfzxdfcfw0zrnpaa	15,516.77			15,516.77
juno1077uxcufes02n6sn5s4nfzs7a26e3uh8zelt74	15,477.00			15,477.00
juno12k73wkvfe5wmma2fuap7mlh2x2t7fqlt2mm4ll	15,477.00			15,477.00
juno14qdsqe89xe8t8ajtedy68kdj8u7gsp2gycgyhw	15,477.00			15,477.00
juno16cg8dmhqhw7g67n6yrwj9fpg4kdn6x6rd258rq	15,477.00			15,477.00
juno179dtfaa8j9c5at4c5jdqmlm9xdvyu6853yqx8g	15,477.00			15,477.00
juno17r5zhwcfj57sscjpatgxkz9guac4nuwfscaygc	15,477.00			15,477.00
juno18fyf377qay3j5zemaesr2lw3t2qssggx6au4z9	15,477.00			15,477.00
juno1ae49x4agussv8u7953neu3fv2z7u9w6su860er	15,477.00			15,477.00
juno1lhpsh5ru9q6tz04rvt45cp97qhk0fala9427an	15,477.00			15,477.00
juno1m9j0xgeqjyd2fk895ednsg45k5q2nu5p0d2vn0	15,477.00			15,477.00
juno1p2k2w0enr4vsjchfexr8079y6sjy5u9p5pfffq	15,477.00			15,477.00
juno1qjq3c5gx6az9ymmkda28yjvk86a04vuspechjg	15,477.00			15,477.00
juno1sus3spn5wgd47xmtcj6hfecm4uru55hamu606h	15,477.00			15,477.00
juno1udl8khxta54h3kp87s87pfu23cfqveqr0k092c	15,477.00			15,477.00
juno1v3fe3k6q3efxqm6dst7q84vtkcgj3s092qm64z	15,477.00			15,477.00
juno1x8ltc5dr5h7pj9y44v9k9lyg8mcmeejhyuhwcp	15,477.00			15,477.00
juno1xdrlwezk6aedtwskzltfesm6rtmls0wae2a0mz	15,477.00			15,477.00
juno1wy43xxcj8lawre6k85q54jtpnd7va30vc5hhxg	0.00	osmo1wy43xxcj8lawre6k85q54jtpnd7va30vxa8uhx	15,452.00	15,452.00
juno10wxn2lv29yqnw2uf4jf439kwy5ef00qdxzlw96	15,441.00			15,441.00
juno18v064zc4dedj44rmk4v53vnuuursx9mud0fj00	15,441.00			15,441.00
juno1axu49w3g7zcgsg4mljj3sqvns7dnd5ql9vje49	15,441.00			15,441.00
juno1dx686pl2x8e5768v5typznq7cgzm6ng7eqk0zq	15,441.00			15,441.00
juno1sjmcezfpe424sm6ezdajy4zxlvft5vjqd5drzh	15,441.00			15,441.00
juno1v2g6xscqjlctj7ssw749zt6dakqm6jqq24rzy0	15,441.00			15,441.00
juno1x6n0ecjyqfp05hlpnymxl3434jzk328ymsfgrq	15,441.00			15,441.00
juno14c2dcjumq02n2w6njz0yek633pckm3sl2v8seg	10,000.73	osmo14c2dcjumq02n2w6njz0yek633pckm3sl59hmgx	5,403.00	15,403.73
juno1st0vlan4k0fqxava7x9hpfjhsmz86m535ek5ts	10,001.00	osmo1st0vlan4k0fqxava7x9hpfjhsmz86m532sxl67	5,393.00	15,394.00
juno1dzyyf25864mtp0854vpy2jzqnacljwxpha5qau	38.85	osmo1dzyyf25864mtp0854vpy2jzqnacljwxpf5ytvj	15,338.00	15,376.85
juno13l9ph442yjtejq8rj58rpjmkd7lgct4vmsf4cn	0.00	osmo13l9ph442yjtejq8rj58rpjmkd7lgct4v9ee7fa	15,369.00	15,369.00
juno17wkd9fxchmh99mr7smfv03yzhu65kyumtpuce5	0.00	osmo17wkd9fxchmh99mr7smfv03yzhu65kyum4gvng6	15,351.00	15,351.00
juno1gf6plsw5uhshwkls7p3uf0lsj77j296l4w86uc	15,331.00			15,331.00
juno1hldh2xxssrxx9hwav9k66cjptxk9lanwxxv539	0.00	osmo1hldh2xxssrxx9hwav9k66cjptxk9lanwc0ulqt	15,324.00	15,324.00
juno1ka8sqfyewwvdlycgl466rd8x7tytpp76v0284y	11,510.52	osmo1ka8sqfyewwvdlycgl466rd8x7tytpp76jx6vy2	3,766.00	15,276.52
juno17q8gmyeladh7ckfghmlx72mundemz44acqy6d8	15,250.89			15,250.89
juno1mdnjpu0rxl2hc8xvnxs4hewg72yk50xcsdnd3q	15,224.00			15,224.00
juno1y86f4qj6gs8fzcrdgh7ye335hkp75czsysfej5	15,195.67			15,195.67
juno10v6yt0yq5cq5kq2u5dn0gcaypekqe6m5f2nzwv	11,778.32	osmo10v6yt0yq5cq5kq2u5dn0gcaypekqe6m5hrrflz	3,385.00	15,163.32
juno1xrj9hvrheluj5svvda7typzksw7uxut7y4wtmk	12,898.86	osmo1xrj9hvrheluj5svvda7typzksw7uxut76u7q2c	2,243.00	15,141.86
juno1elfz7r83sre3ey4flkd7ygueu8k36jjyhde5px	0.00	osmo1elfz7r83sre3ey4flkd7ygueu8k36jjyfyflsg	15,123.00	15,123.00
juno1dgtap5gt2d6pwul54sqdlmzg60xcpn28e3293g	13,833.71	osmo1dgtap5gt2d6pwul54sqdlmzg60xcpn288c6wqx	1,272.00	15,105.71
juno18j0adn0l606srstepmsje7k7v6cavt5ujml8y2	15,062.00			15,062.00
juno1js638yd8j0yjwg3md9qm2aqc0zc008h0wrpdhh	10,954.88	osmo1js638yd8j0yjwg3md9qm2aqc0zc008h0s23xxe	4,101.00	15,055.88
juno1lcp5v4qzl48p8xzv6k3d6pf49dst72fgdf85xp	15,055.70			15,055.70
